"serialNumber","chassisNumber","vehicleNumber","customerId"
"607417-042-0269320",MBJTYKL1SSE326139,UP32RC8485,"78215940"
"607417-042-0269321",MBJTYKL1SSE326626,UP32RC4781,"78216123"
"607417-042-0269322",MBHHWB13SSJB21372,UP32RC3866,"78218455"
"607417-042-0269324",MBJTYKL1SSJ342141,UP32RD8009,"78219833"
"607417-042-0269326",MA3CNC62SSJ430811,UP53FN4413,"78221531"
"607417-042-0269328",MBHHWB13SSDA07028,UP32RC5301,"78221684"
"607417-042-0269329",MBJTYKL1SSH334069,UP32RD2110,"78222245"
"607417-042-0269330",MBHHWB13SSEA28813,UP32RC5240,"78222790"
"607417-042-0269331",MBHKWD13SSK695326,UP32RB0065,"78222864"
"607417-042-0269332",MBHHWB13SSDA08111,UP32RC6583,"78223187"
"607417-042-0269333",MBJTYKL1SSJ338805,UP32RD2114,"78223242"
"607417-042-0269334",MBHKWD13SSG609154,UP32RC4625,"78223244"
"607417-042-0269335",MA3CNC62SSK431924,MH04MU9480,"78223270"
"607417-042-0269336",MA3CNC62SSJ429903,UP50DE9477,"78223329"
"607417-042-0269337",MBHKWD13SSH638720,UP32RC4431,"78223353"
"607417-042-0269338",MBJTYKL1SSK343409,UP32RD2039,"78223706"
"607417-042-0269339",MBHKWD13SSD558397,UP32RC4904,"78223438"
"607417-042-0269340",MBHHWB13SSEA35471,UP32RC5057,"78223919"
"607417-042-0269341",MBHKWD13SSD548426,UP32RC4468,"78223370"
"607417-042-0269342",MBJTYKL1SSD318977,UP32RD2108,"78223834"
"607417-042-0269343",MBHKWD13SSG611965,UP32RC7719,"78224031"
"607417-042-0269344",MBJTYKL1SSH333798,UP32RD2128,"78224171"
"607417-042-0269345",MBHHWB13SSEA37184,UP32RC4604,"78224359"
"607417-042-0269346",MBJTYKL1SSH333811,UP32RD6406,"78224699"
"607417-042-0269347",MBJTYKL1SSH333831,"25BH9177Q","78224776"
"607417-042-0269348",MBHHWB13SSJB17822,UP32RC5004,"78224941"
"607417-042-0269349",MA3CNC62SSJ429957,UP56BF6092,"78225090"
"607417-042-0269350",MBHHWB13SSJB23165,UP32RC4877,"78226408"
"607417-042-0269351",MBHKWD13SSF599167,UP32RC4486,"78226516"
"607417-042-0269352",MBHKWD13SSK695701,UP32RC5527,"78226646"
"607417-042-0269353",MBHHWB13SSKB24216,UP32RC5303,"78226782"
"607417-042-0269354",MBHKWD13SSE580934,UP32RC4988,"78227317"
"607417-042-0269355",MBHKWD13SSG611763,UP32RC5242,"78227385"
"607417-042-0269356",MBHHWB13SSC975309,UP32RC5243,"78227733"
"607417-042-0269357",MBHHWB13SSEA22386,UP32RC6698,"78227894"
"607417-042-0269358",MBHHWB13SSEA43411,UP32RD6789,"78229635"
"607417-042-0269360",MBJTYKL1SSF328612,UP32RD3336,"78228749"
"607417-042-0269361",MBHKWD13SSG610798,UP32RC5008,"78230834"
"607417-042-0269362",MBHKWD13SSJ668447,UP32RC5528,"78230885"
"607417-042-0269363",MBHKWD13SSG628173,UP78JJ9427,"78230949"
"607417-042-0269364",MBHHWB13SSKB40728,UP32RC7552,"78232282"
"607417-042-0269365",MBHHWB13SSC994720,UP32RD2113,"78232887"
"607417-042-0269366",MBHKWD13SSK694679,UP32RC5934,"78233979"
"607417-042-0269368",MA3CNC72SSK432503,UP32RC5529,"78234074"
"607417-042-0269370",MBHKWD13SSD549997,UP32RC5845,"78235325"
"607417-042-0269371",MBHKWD13SSJ676929,UP42CB1882,"78236226"
"607417-042-0269372",MA3CNC62SSK431710,UP32RD3914,"78238206"
"607417-042-0269373",MBHHWB13SSEA38762,UP32RC7550,"78239993"
"607417-042-0269374",MBJTYKL1SSK343630,UP32RC7126,"78240193"
"607417-042-0269375",MBHHWB13SSDA19934,UP32RC6701,"78240257"
"607417-042-0269376",MBHHWB13SSDA07109,UP32RC7607,"78240613"
"607417-042-0269377",MBHKWD13SSL703614,UP23AU9028,"78240854"
"607417-042-0269379",MBHKWD13SSK701053,UP32RC7175,"78243297"
"607417-042-0269380",MBHHWB13SSKB39286,UP32RC7581,"78243432"
"607417-042-0269381",MBHKWD43SSJ680268,UP32RC7035,"78244536"
"607417-042-0269382",MBHKWD13SSK699005,UP32RC6703,"78244604"
"607417-042-0269383",MBHHWB13SSDA04714,UP32RC7580,"78244871"
"607417-042-0269384",MBJTYKK1SSG148228,UP32RD6404,"78244946"
"607417-042-0269385",MBHKWD13SSK695554,UP32RC7124,"78246088"
"607417-042-0269386",MBJTYKK1SSF144574,UP32RD3705,"78249677"
"607417-042-0269387",MBHKWD13SSK698897,UP32RC7720,"78249889"
"607417-042-0269388",MA3CNC62SSJ430149,UP32RC7729,"78250158"
"607417-042-0269389",MBHKWD13SSK693570,UP32RD4679,"78253094"
"607417-042-0269392",MBHKWD13SSK700595,UP32RC8316,"78254002"
"607417-042-0269394",MBHKWD13SSK701606,UP32RC8347,"78255112"
"607417-042-0269395",MBJTYKM1SSJ146317,MP07AG6218,"78256539"
"607417-042-0269396",MBHKWD13SSK702321,UP32RD4479,"78257404"
"607417-042-0269398",MBHHWB13SSDA03526,UP26AY5713,"78259556"
"607417-042-0269399",MBHHWB13SSEA42454,UP32RD4574,"78261646"
"607417-042-0269400",MBHKWD13SSK698824,UP32RD4528,"78262204"
"607417-042-0269401",MBHHWB13SSKB40567,UP32QZ0404,"78262596"
"607417-042-0269403",MBHKWD13SSK704419,UP32RD8101,"78263875"
"607417-042-0269404",MBHKWD13SSL703671,UP32RD5294,"78266012"
"607417-042-0269405",MBHHWB13SSKB44835,UP32RD5209,"78266078"
"607417-042-0269406",MBHKWD13SSF602606,UP32RD7217,"78266587"
"607417-042-0269407",MBHKWD13SSJ657078,UP32RD5208,"78268064"
"607417-042-0269408",MBHKWD13SSK699746,"25BH5543S","78268300"
"607417-042-0269410",MA3CNC62SSK431384,UP32RD5349,"78268901"
"607417-042-0269411",MBHHWB13SSJB22492,UP32RD5317,"78268536"
"607417-042-0269412",MBHHWB13SSEA43106,UP32RD5434,"78270454"
"607417-042-0269414",MBHHWB13SSC978755,UP32RD5943,"78271452"
"607417-042-0269415",MBHKWD13SSE566965,UP32RD5650,"78271737"
"607417-042-0269417",MBHKWD13SSG608549,UP32RD5962,"78272007"
"607417-042-0269418",MA3EXGL1S00525141,UP32RD5649,"78272109"
"607417-042-0269419",MBHHWB13SSDA17148,UP32RD5647,"78272915"
"607417-042-0269420",MBHHWB13SSKB39428,UP32RD6735,"78274606"
"607417-042-0269421",MBJTYKK1SSG147847,UP32RD6343,"78277193"
"607417-042-0269422",MBJTYKM1SSH145603,"25BH9064R","78277430"
"607417-042-0269423",MBHKWD13SSH637575,UP32RD5969,"78277547"
"607417-042-0269424",MBHKWD13SSJ678717,UP32RD5945,"78278357"
"607417-042-0269425",MBHKWD13SSL710079,UP32RD6755,"78278453"
"607417-042-0269427",MBHHWB13SSJB02022,UP70HV9628,"78279344"
"607417-042-0269428",MBHHWB13SSEA42952,UP32RD5989,"78279504"
"607417-042-0269429",MBHHWB13SSDA19202,UP32RD5980,"78279582"
"607417-042-0269430",MBHKWD13SSD543245,UP32RD6264,"78279909"
"607417-042-0269431",MBHKWD13SSF594349,UP32RD7810,"78279991"
"607417-042-0269432",MBHHWB13SSKB31231,UP32RD5963,"78280201"
"607417-042-0269433",MBJTYKL1SSH333635,"25BH8944R","78281420"
"607417-042-0269435",MBHHWB13SSKB40479,UP32RD6340,"78282851"
"607417-042-0269436",MBHHWB13SSKB43520,UP78JK3983,"78283557"
"607417-042-0269437",MBHHWB13SSJB07394,UP32RD6733,"78283760"
"607417-042-0269439",MBHKWD13SSK695679,UP32RD7261,"78287018"
"607417-042-0269440",MBHHWB13SSKB24162,UP32RE3545,"78287486"
"607417-042-0269441",MBHKWD13SSD555942,UP32RD6739,"78289365"
"607417-042-0269442",MBHKWD13SSL707764,UP70HW0389,"78289455"
"607417-042-0269444",MBHKWD13SSD553176,UP32RD7197,"78291129"
"607417-042-0269445",MA3NFG81SSK479413,UP32RC9191,"78291243"
"607417-042-0269446",MBHKWD13SSE572223,UP32RD6746,"78291497"
"607417-042-0269447",MA3CNC72SSK431784,UP32RE5121,"78291981"
"607417-042-0269448",MBHKWD13SSA480191,UP53FN9827,"78292790"
"607417-042-0269449",MBJTYKM1SSH145455,UP32RE3354,"78293117"
"607417-042-0269451",MBHHWB13SSJB02007,UP32RD7195,"78294062"
"607417-042-0269452",MBHHWB13SSEA33471,UP32RD7148,"78294640"
"607417-042-0269454",MBHHWB13SSDA04152,UP32RD7458,"78296773"
"607417-042-0269455",MBHKWD13SSK700222,UP32RD7314,"78296888"
"607417-042-0269457",MBHKWD13SSK694530,UP32RD8019,"78297312"
"607417-042-0269458",MBHHWB13SSJB20190,UP32RD7849,"78297382"
"607417-042-0269459",MBHHWB13SSEA33299,UP32RD7511,"78297722"
"607417-042-0269461",MA3ZFDFSKSK300380,UP32RC4404,"78207893"
"607417-042-0269462",MA3JDT08WSGE99945,UP32RC4402,"78208128"
"607417-042-0269463",MBHZCDESKSK446419,UP32RC4464,"78208248"
"607417-042-0269464",MA3ZFDFSKSK302010,UP32RD2261,"78209924"
"607417-042-0269465",MA3ZFDFSKSK313198,UP32RD2034,"78219398"
"607417-042-0269466",MA3JMTB1SSCC77194,UP32RD1449,"77561064"
"607417-042-0269467",MBHZCDESKSJ432138,UP32RD1451,"78222868"
"607417-042-0269468",MBHZCDESKSK445748,UP32RD2033,"78223279"
"607417-042-0269469",MA3RYHK1SSF636633,UP32RD1650,"78223328"
"607417-042-0269470",MA3YPKCSKSK117807,UP32RD2029,"78227323"
"607417-042-0269471",MA3RYHK1SSE622692,UP32RD3547,"78227925"
"607417-042-0269472",MA3JMTB1SSKD80157,UP32RD2038,"78228022"
"607417-042-0269473",MA3SFM61SSJ422868,UP32RD2035,"78228246"
"607417-042-0269474",MBHZCDESKSK449277,UP32RD4516,"78228637"
"607417-042-0269475",MBHZCDESKSK441473,UP34CE8144,"78228742"
"607417-042-0269476",MBHZCDESKSK449191,UP32RD1729,"78229252"
"607417-042-0269477",MA3ZFDFSKSK312104,UP32RD2127,"78232544"
"607417-042-0269478",MA3JMTB1SSKD78651,UP32RD2115,"78233686"
"607417-042-0269479",MA3JDT08WSJF29492,UP32RD7995,"78233833"
"607417-042-0269480",MA3BNC62SSKB40170,UP32RC6584,"78241001"
"607417-042-0269481",MA3BNC72SSHA94557,UP44BU9244,"78251987"
"607417-042-0269483",MA3JMTB1SSGD34968,UP32RD3970,"78254657"
"607417-042-0269484",MA3ZFDFSKSK308791,UP32RD4480,"78256656"
"607417-042-0269485",MA3BNC62SSLB53789,UP32RC9485,"78266854"
"607417-042-0269486",MA3ZFDFSKSK306552,UP32RD6249,"78267139"
"607417-042-0269487",MA3EDC03TSJ369751,UP41CT6962,"78271732"
"607417-042-0269488",MA3EDC03TSJ369769,UP41CT6928,"78279053"
"607417-042-0269491",MA3EDC03TSJ369762,UP41CT6929,"78279053"
"607417-042-0269492",MA3EDC03TSJ369740,UP41CT6933,"78279053"
"607417-042-0269493",MA3EDC03TSJ369692,UP41CT6930,"78279053"
"607417-042-0269494",MA3EDC03TSJ369738,UP41CT6926,"78279053"
"607417-042-0269496",MA3EDC03TSJ369694,UP41CT6931,"78279053"
"607417-042-0269497",MA3BNC62SSLB53769,UP32RD5730,"78272052"
"607417-042-0269498",MA3ZFDFSKSL322809,UP32RD5739,"78272671"
"607417-042-0269499",MA3ZFDFSKSL322654,UP32RD5914,"78273697"
"607417-042-0269500",MA3ZFDFSKSK311459,UP32RD7460,"78274677"
"607417-042-0269501",MBHZCDESKSK450696,UP32RD7873,"78283746"
"607417-042-0269503",MA3BNC72SSEA45679,UP32RD7461,"78289480"
"607417-042-0269506",MA3BNC62SSLB53886,UP32RD7651,"78297036"
"607417-042-0269507",MA3RYHK1SSL704136,UP32RD7442,"78297533"
"607417-042-0269508",MA3RYHK1SSF638272,UP32RD7213,"78297650"
"607417-042-0269509",MBHZCDESKSL460397,UP32RD7447,"78297705"
"607417-042-0269510",MA3JMTB1SSKD77708,UP32RT7427,"78298278"
"607417-042-0269522",MBHKWD13SSG607656,UP32RC2863,"78210114"
"607417-042-0269526",MA3ZFDFSKSK308695,UP32RD1664,"78215924"
"607417-042-0269527",MBHKWD13SSF601777,UP32RC5071,"78218897"
"607417-042-0269528",MBHKWD13SSJ658104,UP32RC3733,"78221464"
"607417-042-0269530",MBHKWD13SSE579080,UP32RC5382,"78224038"
"607417-042-0269531",MBHKWD13SSK695360,UP32RC9360,"78226594"
"607417-042-0269532",MBHKWD13SSK681245,UP32RC6501,"78235085"
"607417-042-0269533",MA3SFM61SSB372727,UP32RD7481,"78242908"
"607417-042-0269534",MA3JMTB1SSKD78893,UP41BS1147,"78243700"
"607417-042-0269535",MBHHWB13SSKB40450,UP32RC7176,"78247952"
"607417-042-0269538",MBHKWD13SSK699661,UP32RC8212,"78252274"
"607417-042-0269539",MBHKWD13SSK695389,UP32RC8377,"78256577"
"607417-042-0269540",MBJTYKL1SSD320399,UP32RD4484,"78262345"
"607417-042-0269541",MBHKWD13SSH645830,UP32RD4825,"78263125"
"607417-042-0269542",MA3JMTB1SSHD47866,UP32RD5206,"78265479"
"607417-042-0269543",MBHKWD13SSK694610,UP32RD8288,"78265910"
"607417-042-0269544",MBHKWD13SSJ666170,UP32RD5725,"78267111"
"607417-042-0269545",MA3CNC62SSJ430800,UP70HV8364,"78268529"
"607417-042-0269547",MA3RYHK1SSE626356,UP32RD5909,"78272871"
"607417-042-0269548",MBHZCDESKSL455612,UP32RD5949,"78273823"
"607417-042-0269549",MA3BNC62SSLB54746,UP32RD5944,"78273964"
"607417-042-0269551",MBHHWB13SSDA18411,UP32RD6295,"78277388"
"607417-042-0269553",MBHKWD13SSL703547,UP32RD6050,"78283244"
"607417-042-0269554",MBHKWD13SSJ675654,UP32RD6929,"78290929"
"607417-042-0269555",MA3JMTB1SSKD79953,UP41BS3085,"78293106"
"607417-042-0269556",MBHHWB13SSLB45006,UP32RD7193,"78294387"
"607417-042-0269557",MBHHWB13SSDA17143,UP32RD7117,"78294644"
"607417-042-0269558",MBHHWB13SSLB53209,UP32RD7470,"78298188"
"607417-042-0269559",MBHHWB13SSJB18629,UP32RD7505,"78300388"
"607417-042-0269618",MA3JMTB1SSCC79823,UP58AT8248,"78234829"
"607417-042-0269621",MA3RYHK1SSK701262,UP58AL8363,"78251575"
"607417-042-0269622",MA3JMTB1SSKD88549,UP58AL8502,"78251685"
"607417-042-0269623",MBHZCDESKSK443923,UP58AL8956,"78266047"
"607417-042-0269625",MBHZCDESKSK445019,UP53FN9905,"78287288"
"607417-042-0269644",MA3ZFDFSKSK311764,UP58AL7338,"78218444"
"607417-042-0269646",MA3YPKCSKSK115011,UP53FN3580,"78221918"
"607417-042-0269647",MA3BNC62SSKB44949,UP53FN3582,"78222003"
"607417-042-0269649",MA3BNC62SSKB45741,UP54BD1466,"78222884"
"607417-042-0269657",MA3ZFDFSKSK313503,UP65FW3409,"78217641"
"607417-042-0269669",MBHZCDESKSK444140,UP32RC0830,"78208257"
"607417-042-0269670",MA3ZFDFSKSG226488,UP45AZ0462,"78243809"
"607417-042-0269671",MBHZCDESKSK434179,UP50DE5016,"78215718"
"607417-042-0269672",MA3ZFDFSKSK311069,UP32RC0831,"78208354"
"607417-042-0269673",MA3RYHK1SSK697387,UP45AZ2711,"78215593"
"607417-042-0269675",MA3RYHK1SSK694262,UP32RC4450,"78218095"
"607417-042-0269676",MBHZCDESKSK446774,UP50DE9290,"78227123"
"607417-042-0269678",MA3ZFDFSKSK312782,UP45AZ2832,"78251892"
"607417-042-0269679",MA3JDT08WSKF36128,UP45AZ4150,"78251839"
"607417-042-0269680",MA3BNC62SSKB48354,UP50DF2279,"78251487"
"607417-042-0269681",MA3JMTB1SSKD84472,UP45AZ1825,"78256299"
"607417-042-0269682",MA3RYHK1SSL697536,UP50DF2278,"78256351"
"607417-042-0269683",MA3BNC72SSKB36338,UP50DF0598,"78258085"
"607417-042-0269684",MA3JMTB1SSKD80135,UP45AZ4145,"78260822"
"607417-042-0269685",MA3ZFDFSKSL321273,UP50DF2922,"78268766"
"607417-042-0269705",MA3SFM61SSK424878,UP45AZ1824,"78207552"
"607417-042-0269706",MA3BNC62SSKB45562,UP45AZ3303,"78207642"
"607417-042-0269708",MA3JMTB1SSKD79357,UP50DE9150,"78207876"
"607417-042-0269710",MA3SFM61SSK423950,UP45AZ2709,"78208072"
"607417-042-0269711",MA3JMTC1SSKD85373,UP45AZ2710,"78208132"
"607417-042-0269712",MBHZCDESKSK434969,UP45AZ9090,"78208188"
"607417-042-0269713",MA3ZFDFSKSK310471,UP45AZ2708,"78219442"
"607417-042-0269714",MA3ZFDFSKSK299333,UP45AZ2954,"78221094"
"607417-042-0269715",MA3BNC62SSKB46435,UP32RC4347,"78221196"
"607417-042-0269716",MBHZCDESKSK445439,UP45AZ2833,"78243615"
"607417-042-0269717",MA3RYHK1SSK698916,UP32RC4346,"78223103"
"607417-042-0269718",MA3ZFDFSKSK310427,UP44BU7943,"78226897"
"607417-042-0269719",MA3BNC62SSKB47415,UP45BT7026,"78227661"
"607417-042-0269720",MBHZCDESKSK446547,UP45AZ2835,"78232097"
"607417-042-0269722",MA3JMTB1SSKD81165,UP42CB0970,"78234888"
"607417-042-0269723",MA3JMTB1SSKD79671,UP45AZ5004,"78243471"
"607417-042-0269724",MA3JMTB1SSKD79818,UP45AZ3852,"78251546"
"607417-042-0269725",MA3ZFDFSKSK313105,UP45AZ2834,"78251367"
"607417-042-0269726",MA3BNC62SSLB52577,UP45AZ4147,"78256992"
"607417-042-0269727",MA3ZFDFSKSK312426,UP45AZ4148,"78256868"
"607417-042-0269728",MA3BNC62SSLB52513,UP45AZ4146,"78256707"
"607417-042-0269729",MA3ZFDFSKSK312126,UP45AZ2953,"78256939"
"607417-042-0269730",MA3RYHK1SSK690136,UP45AZ3853,"78258860"
"607417-042-0269731",MA3RYHL1SSK701374,UP45AZ4151,"78260731"
"607417-042-0269733",MA3RYHK1SSK698445,UP60BJ8243,"78261634"
"607417-042-0269734",MA3ZFDFSKSK312134,UP45AZ4572,"78263116"
"607417-042-0269735",MA3JMTB1SSKD89924,UP45AZ4570,"78263920"
"607417-042-0269736",MBHZCDESKSK448342,UP45AZ4573,"78286286"
"607417-042-0269737",MA3ZFDFSKSK309333,UP50DF5263,"78302270"
"607417-042-0269738",MA3BNC62SSLB51895,UP50DF5052,"78304549"
"607417-042-0269739",MBHZCDESKSL459896,"25BH7481T","78311503"
"607417-042-0269740",MA3ZFDFSKSL325746,UP45AZ5788,"78312849"
"607417-042-0269742",MA3ZFDFSKSL322686,UP44BV1006,"78312768"
"607417-042-0269744",MA3ZFDFSKSK313028,UP45AZ4571,"78270484"
"607417-042-0269745",MBHZCDESKSL455623,UP44BV0397,"78270463"
"607417-042-0269746",MBHZCDESKSK447590,UP32RE2584,"78273825"
"607417-042-0269747",MA3ZFDFSKSK310907,UP45AZ4738,"78276204"
"607417-042-0269748",MA3ZFDFSKSL320939,UP45AZ4737,"78276146"
"607417-042-0269749",MA3JMTB1SSKD80243,UP50DF2921,"78278989"
"607417-042-0269750",MA3BNC62SSLB53866,UP45AZ5351,"78287500"
"607417-042-0269751",MA3RYHK1SSK697352,UP45AZ5350,"78291049"
"607417-042-0269752",MA3BNC62SSLB53508,UP32RE3448,"78290825"
"607417-042-0269753",MA3JMTB1SSLD94685,UP45AZ5352,"78296372"
"607417-042-0269754",MA3YPKCSKSL121757,UP45AZ8111,"78302529"
"607417-042-0269755",MA3BNC62SSLB52893,UP45AZ5787,"78302922"
"607417-042-0269756",MA3ZFDFSKSL318186,UP45AZ5605,"78311386"
"607417-042-0269757",MA3YPKCSKSJ102576,"25BH7626R","78311219"
"607417-042-0269758",MA3BNC62SSKB47555,UP32RT7835,"78311135"
"607417-042-0269759",MA3JMTB1SSKD89989,UP45AZ6111,"78312930"
"607417-042-0269871",MBHZCDESKSK437897,UP51BX4266,"78243703"
"607417-042-0269917",MA3ZFDFSKSK299962,UP51BX7016,"78222894"
"607417-042-0269919",MA3ZFDFSKSK310700,UP32RT9333,"78272388"
"607417-042-0269920",MA3BNC62SSKB45127,UP51CT5194,"78224158"
"607417-042-0269921",MA3JMTB1SSKD86979,UP51BX9810,"78272460"
"607417-042-0269924",MA3ZFDFSKSK314122,UP51BY1037,"78330514"
"607417-042-0269937",MA3JMTB1SSKD87459,UP51BX8093,"78212196"
"607417-042-0269938",MA3JMTB1SSED10423,UP51BW9434,"78217064"
"607417-042-0269939",MA3ZFDFSKSK299855,UP51BX2269,"78217243"
"607417-042-0269940",MA3ZFDFSKSG225531,UP51BW9437,"78217382"
"607417-042-0269941",MA3RYHK1SSK694129,UP32RC4241,"78218659"
"607417-042-0269942",MA3JMTB1SSFD20749,UP51BX0912,"78218908"
"607417-042-0269943",MA3JMTB1SSKD85135,UP51BX6039,"78274191"
"607417-042-0269944",MA3JMTB1SSKD78078,UP51BX6607,"78221252"
"607417-042-0269945",MBHZCDESKSK439384,UP51BX5190,"78221359"
"607417-042-0269946",MA3ZFDFSKSJ285705,UP51BX4093,"78221678"
"607417-042-0269947",MBHZCDESKSK437861,UP51BX6009,"78221975"
"607417-042-0269950",MA3RYHK1SSE619832,"25BH4250P","78223900"
"607417-042-0269951",MBHZCDESKSJ416518,UP51BW9431,"78224251"
"607417-042-0269955",MBHKWD13SSK696854,UP51BX9397,"78224462"
"607417-042-0269956",MBHKWD13SSK697222,UP50DE9675,"78272232"
"607417-042-0269957",MBHKWD13SSK695137,UP53FN5625,"78224402"
"607417-042-0269958",MBHKWD13SSC519578,UP51BX6014,"78224282"
"607417-042-0269959",MBHKWD13SSK697695,UP55AY3879,"78272208"
"607417-042-0270216",MA1NS2NP1S2G51113,RJ60CG0623,"78209048"
"607417-042-0270220",MA1NE2ZTFS6K50337,RJ14UN3243,"78210156"
"607417-042-0270235",MA1XK2TVXS5K41304,RJ14UN3422,"78240816"
"607417-042-0270243",MA1TJ2YD6S6K68084,"25BH4730Q","78261492"
"607417-042-0270251",MA1UJ2TZ2S2K19155,RJ60CG1690,"78279092"
"607417-042-0270313",MA1TJ2YD6S6H67702,GJ05JV2181,"78233863"
"607417-042-0270319",MA1NS2EW1S2H62743,GJ21CF1576,"78256176"
"607417-042-0270322",MA1XM2TVXP6C33535,GJ05CY5861,"78263553"
"607417-042-0270324",MA1NS2NP1S2J70979,GJ21CF3281,"78264290"
"607417-042-0270424",MDHFBADD0S6158317,GJ21CF3314,"78279667"
"607417-042-0270499",MAKDG585HS4104796,TG07AK4536,"78210375"
"607417-042-0270500",MAKDG583JS4200477,TG09H8082,"78215731"
"607417-042-0270501",MAKDG589HS4102370,TG07AK8593,"78230926"
"607417-042-0270503",MAKDF769KS4100597,TG08AH5964,"78232806"
"607417-042-0270504",MAKDG585JS4200409,TG07AK8070,"78235753"
"607417-042-0270505",MAKDG575JS4200116,TG07AH9726,"78235893"
"607417-042-0270506",MAKDG582JS4200145,PB39N4066,"78237962"
"607417-042-0270508",MAKGN263GS4302451,TG08AG6202,"78246606"
"607417-042-0270509",MAKDF767JS4100720,TG09J1085,"78246932"
"607417-042-0270510",MAKDG587GS4108705,TG07AK1095,"78251797"
"607417-042-0270511",MAKGN267GS4302619,TG07AK3014,"78259726"
"607417-042-0270512",MAKDF767HS4100115,TG07AK3695,"78265362"
"607417-042-0270521",MCANJPEY5SFB122229S,TG07AK6354,"78240006"
"607417-042-0270522",MZZCFHME0SV0301019S,TG07AH8386,"78252469"
"607417-042-0270524",MCANJPEYXSFB12474AS,TG08AJ2412,"78254710"
"607417-042-0270532",MCAPJ8AY2SFA122891S,TG07AK9149,"78207504"
"607417-042-0270533",MZZCFHPT2SV0295749S,TG07AH9892,"78208865"
"607417-042-0270534",MCANJPCY1SFB115247S,TG07AH3309,"78209543"
"607417-042-0270537",MCANJPEY4SFB12468AS,AP40KA6669,"78241641"
"607417-042-0270538",MZZCCHMEXSV031085AS,TG15G8371,"78260612"
"607417-042-0270539",MZZCGHPT9SV031450AS,TG15G8877,"78262454"
"607417-042-0270540",MZZCGHPT8SV031326AS,TG15G9898,"78331499"
"607417-042-0270541",MZZCCHME7SV031089AS,TG08AJ3222,"78274856"
"607417-042-0270542",MZZCFHPT1SV031199AS,TG06B6189,"78274924"
"607417-042-0270543",MZZCCHME2SV032120BS,TG08AJ9102,"78334204"
"607417-042-0270544",MZZCCHME4SV032085BS,TG08AK5501,"78334047"
"607417-042-0270546",MZZCFHPU6SV030400AS,TG08AG7669,"78354382"
"607417-042-0270547",MZZCGHPT0SV030896AS,TG08AG6199,"78279172"
"607417-042-0270548",MZZCCHME1SV030942AS,TG07AK7402,"78239497"
"607417-042-0270549",MZZCFHPT3SV031298AS,TG07AL1947,"78239423"
"607417-042-0270552",MCANJPEY5SFB122679S,TG07AM3777,"78277169"
"607417-042-0270560",MAKDF769KS4100545,TG08AG4807,"78209291"
"607417-042-0270572",MAKDG589CS4101757,TG07AK3613,"78230513"
"607417-042-0270589",MAKDG587GS4108437,TG09J2224,"78223467"
"607417-042-0270595",MZZCFHMEXSV030641AS,TG03B7935,"78206763"
"607417-042-0270596",MZZCFHME3SV0300929S,TG24B5178,"78289175"
"607417-042-0270607",MZZCCHMEXSV0288178S,TG08AG6769,"78207851"
"607417-042-0270608",MZZCCHME2SV0300619S,TG08AJ3532,"78207763"
"607417-042-0270609",MZZCCHME4SV030658AS,TG15J0707,"78226820"
"607417-042-0270622",MCANJREY4PFB031604P,TG07AM2377,"78326920"
"607417-042-0270623",MCANJPEY5SFB12432AS,TG07AM0345,"78230102"
"607417-042-0270624",MCAPJ8AY9SFA137325S,TG07AK8989,"78224647"
"607417-042-0270634",MAKDG582JS4200226,TG07AK1160,"78226928"
"607417-042-0270636",MAKDG583JS4200438,TG07AK1935,"78240168"
"607417-042-0270637",MAKDG585JS4200313,TG09H9420,"78240739"
"607417-042-0270638",MAKDF767JS4100900,TG07AK7459,"78245954"
"607417-042-0270639",MAKDF769KS4100580,TG13D8608,"78246327"
"607417-042-0270640",MAKDF769KS4100699,TG07AK7152,"78262746"
"607417-042-0270641",MAKDG587DS4107812,TG07AK2429,"78263867"
"607417-042-0270642",MAKGN255GS4300800,TG07AK3646,"78265513"
"607417-042-0270643",MAKDG589HS4102469,TG15G8750,"78275882"
"607417-042-0270645",MAKDF757GS4004884,TS12E2940,"78286160"
"607417-042-0270648",MAKDG578KS4100607,TG09J4901,"78301553"
"607417-042-0270649",MAKGN267ES4302512,TG09H5008,"78301916"
"607417-042-0270650",MAKGN253GS4302598,TG07AL2325,"78323184"
"607417-042-0270652",MAKDG589HS4102508,TG07AL6063,"78331285"
"607417-042-0270653",MAKDG582KS4200541,TG07AL6530,"78341572"
"607417-042-0270654",MAKDG575JS4200210,TG29D0425,"78342203"
"607417-042-0270655",MAKDF769KS4100602,TG07AK9471,"78343356"
"607417-042-0270656",MAKDG582JS4200261,TG07AL2979,"78347170"
"607417-042-0270657",MAKDF767LS4102844,TG07AL7429,"78347708"
"607417-042-0270658",MAKDG585JS4200270,TG07AL7192,"78349767"
"607417-042-0270660",MALFG81DLSD016527,MP09AZ6618,"78258360"
"607417-042-0270661",MALFG81DLSD018821,MP09AZ9534,"78274819"
"607417-042-0270662",MALFG81FLSD016318,MP09BF2821,"78302421"
"607417-042-0283660",MALB241CLSM414538,MH12YQ3709,"78222168"
"607417-042-0283661",MALB341CLSM420071,MH12YQ3707,"78222636"
"607417-042-0283662",MALB241CLSM413837,MH12YQ3708,"78222677"
"607417-042-0283663",MALB381CLSM198935,MH12YS6402,"78222748"
"607417-042-0283664",MALPB812LSM277231,MH12YS6403,"78223062"
